"cov";"id";"i";"o";"p";"it";"itop";"HS"
0.75;1;15;10;5;461;3;1.39
1;1;30;10;10;461;3;1.72
1;5;60;10;20;461;3;4.48
0.25;5;15;10;5;462;3;11.44
1;5;30;10;10;462;3;3.96
0;10;60;10;20;462;3;64.22
0.25;10;15;10;5;463;3;15.71
0.5;2.5;30;10;10;463;3;11.62
0;0.01;60;10;20;463;3;-0.06
0.5;1;15;10;5;464;3;2.16
0;5;30;10;10;464;3;22.32
1;2.5;60;10;20;464;3;3.31
0.25;10;15;10;5;465;3;15.77
0;0.01;30;10;10;465;3;-0.02
0.25;5;60;10;20;465;3;41.2
0.5;10;15;10;5;466;3;14.39
1;5;30;10;10;466;3;3.87
0.5;5;60;10;20;466;3;35.36
0;0.01;15;10;5;467;3;-0.03
0;5;30;10;10;467;3;22.31
0.75;10;60;10;20;467;3;50.38
0.5;5;15;10;5;468;3;10.33
1;5;30;10;10;468;3;4.05
0.75;2.5;60;10;20;468;3;14.34
1;0.01;15;10;5;469;3;0.11
0;1;30;10;10;469;3;4.8
0;5;60;10;20;469;3;44.81
0.75;2.5;15;10;5;470;3;4.68
1;5;30;10;10;470;3;4.15
0;0.01;60;10;20;470;3;-0.02
0.75;0.01;15;10;5;471;3;1.73472347597681e-18
0;2.5;30;10;10;471;3;13.61
0.75;5;60;10;20;471;3;29.8
0.5;5;15;10;5;472;3;10.95
0;0.01;30;10;10;472;3;0.03
0;5;60;10;20;472;3;44.07
0.75;0.01;15;10;5;473;3;0.08
0.25;2.5;30;10;10;473;3;11.93
0;10;60;10;20;473;3;64.3
1;10;15;10;5;474;3;4.47
0.25;0.01;30;10;10;474;3;0
0.75;1;60;10;20;474;3;5.06
0.5;5;15;10;5;475;3;9.61
1;0.01;30;10;10;475;3;0.04
1;0.01;60;10;20;475;3;0.04
0.5;2.5;15;10;5;476;3;4.9
1;0.01;30;10;10;476;3;-0.07
0.5;1;60;10;20;476;3;6.72
0;10;15;10;5;477;3;15.95
0;0.01;30;10;10;477;3;-0.05
0.75;1;60;10;20;477;3;4.92
0;2.5;15;10;5;478;3;6.53
0.75;1;30;10;10;478;3;2.6
0.25;10;60;10;20;478;3;61.2
0.5;1;15;10;5;479;3;2.14
0.25;10;30;10;10;479;3;31.01
0.75;10;60;10;20;479;3;46.75
0;2.5;15;10;5;480;3;6.62
1;2.5;30;10;10;480;3;3.05
0.75;5;60;10;20;480;3;28.75
0;2.5;15;10;5;481;3;6.42
0.25;1;30;10;10;481;3;4.18
0;1;60;10;20;481;3;9.09
0.5;2.5;15;10;5;482;3;6.13
0.75;5;30;10;10;482;3;13.46
0.5;0.01;60;10;20;482;3;0.06
1;0.01;15;10;5;483;3;-0.06
1;10;30;10;10;483;3;4.87
0.25;1;60;10;20;483;3;8.65
1;5;15;10;5;484;3;3.59
0.75;2.5;30;10;10;484;3;7.74
1;2.5;60;10;20;484;3;3.44
1;5;15;10;5;485;3;3.59
0;2.5;30;10;10;485;3;12.7
0.25;2.5;60;10;20;485;3;24.5
0.25;2.5;15;10;5;486;3;6.41
0.5;0.01;30;10;10;486;3;-0.11
0.75;0.01;60;10;20;486;3;-0.03
0;2.5;15;10;5;487;3;7.12
0;1;30;10;10;487;3;4.44
0.5;5;60;10;20;487;3;36.7
0.25;1;15;10;5;488;3;2.12
0.25;0.01;30;10;10;488;3;0.08
1;0.01;60;10;20;488;3;-0.05
0.25;0.01;15;10;5;489;3;-0.09
0;2.5;30;10;10;489;3;13.39
0.25;0.01;60;10;20;489;3;-0.03
0;1;15;10;5;490;3;2.42
0.25;1;30;10;10;490;3;4.33
0.5;1;60;10;20;490;3;7.31
0;10;15;10;5;491;3;15.65
0;2.5;30;10;10;491;3;13.4
0.25;5;60;10;20;491;3;42.14
0.25;5;15;10;5;492;3;10.24
0.75;2.5;30;10;10;492;3;8.91
0;1;60;10;20;492;3;9.57
0.25;2.5;15;10;5;493;3;6.77
0.75;10;30;10;10;493;3;24.22
0.5;2.5;60;10;20;493;3;20.58
0;0.01;15;10;5;494;3;0.06
1;5;30;10;10;494;3;4
0.5;10;60;10;20;494;3;57.58
1;1;15;10;5;495;3;1.27
0.5;10;30;10;10;495;3;26.88
0.75;0.01;60;10;20;495;3;-0.02
0.75;5;15;10;5;496;3;8.31
0.75;2.5;30;10;10;496;3;9.37
0;10;60;10;20;496;3;63.53
0;2.5;15;10;5;497;3;6.58
0.75;10;30;10;10;497;3;24.11
0.25;1;60;10;20;497;3;8.29
0.75;2.5;15;10;5;498;3;4.83
0.5;2.5;30;10;10;498;3;10.23
0.75;2.5;60;10;20;498;3;15.39
1;2.5;15;10;5;499;3;2.33
0.75;1;30;10;10;499;3;2.65
0.25;5;60;10;20;499;3;42.01
0.75;2.5;15;10;5;500;3;4.25
0.75;1;30;10;10;500;3;2.95
0.75;0.01;60;10;20;500;3;0.05
1;10;15;10;5;501;3;4.4
1;10;30;10;10;501;3;5.03
1;10;60;10;20;501;3;5.39
0;2.5;15;10;5;502;3;6.92
0.25;2.5;30;10;10;502;3;12.04
0.75;1;60;10;20;502;3;4.66
0;10;15;10;5;503;3;16.15
1;5;30;10;10;503;3;4.03
0;5;60;10;20;503;3;44.5
0;2.5;15;10;5;504;3;6.85
0.75;2.5;30;10;10;504;3;9.28
0.5;0.01;60;10;20;504;3;-0.01
1;1;15;10;5;505;3;1.21
1;0.01;30;10;10;505;3;-0.09
0.25;5;60;10;20;505;3;41.81
0;1;15;10;5;506;3;2.35
1;5;30;10;10;506;3;3.95
0.75;0.01;60;10;20;506;3;0.08
1;5;15;10;5;507;3;3.59
0.5;2.5;30;10;10;507;3;11.11
0.5;5;60;10;20;507;3;36.52
0;10;15;10;5;508;3;16.52
1;10;30;10;10;508;3;5.12
0.25;0.01;60;10;20;508;3;0.04
0.25;5;15;10;5;509;3;11.4
0.5;1;30;10;10;509;3;3.35
0;0.01;60;10;20;509;3;0.04
0.25;10;15;10;5;510;3;16.14
0.25;2.5;30;10;10;510;3;12.34
0.5;10;60;10;20;510;3;54.78
0.5;0.01;15;10;5;511;3;1.73472347597681e-18
0;2.5;30;10;10;511;3;13.37
0.75;10;60;10;20;511;3;48.4
1;2.5;15;10;5;512;3;2.41
1;5;30;10;10;512;3;4.18
0.75;5;60;10;20;512;3;29.3
0.5;0.01;15;10;5;513;3;1.73472347597681e-18
0.75;10;30;10;10;513;3;25.46
0;1;60;10;20;513;3;9.22
0;0.01;15;10;5;514;3;0.03
1;5;30;10;10;514;3;3.93
0.5;5;60;10;20;514;3;36.4
0;10;15;10;5;515;3;16.5
0.75;1;30;10;10;515;3;2.63
0.5;10;60;10;20;515;3;57.75
0.5;10;15;10;5;516;3;14.69
0.25;10;30;10;10;516;3;30.15
0.5;1;60;10;20;516;3;7.54
1;10;15;10;5;517;3;4.46
0.25;2.5;30;10;10;517;3;11.77
0.25;0.01;60;10;20;517;3;0.07
0.25;2.5;15;10;5;518;3;7.06
0.25;2.5;30;10;10;518;3;11.89
0.25;0.01;60;10;20;518;3;-0.13
0.75;10;15;10;5;519;3;12.36
1;10;30;10;10;519;3;5.03
0.5;2.5;60;10;20;519;3;21.75
1;5;15;10;5;520;3;3.56
0;5;30;10;10;520;3;22.91
0;1;60;10;20;520;3;9.19
1;2.5;15;10;5;521;3;2.35
0.5;0.01;30;10;10;521;3;-0.01
0.5;2.5;60;10;20;521;3;19.99
0.75;0.01;15;10;5;522;3;-0.01
1;5;30;10;10;522;3;3.96
0.5;10;60;10;20;522;3;57.05
0.25;0.01;15;10;5;523;3;0.01
1;2.5;30;10;10;523;3;2.95
0.5;5;60;10;20;523;3;36.67
0.75;10;15;10;5;524;3;13.16
0.5;5;30;10;10;524;3;19.2
0;2.5;60;10;20;524;3;26.24
0;0.01;15;10;5;525;3;3.46944695195361e-18
0.75;1;30;10;10;525;3;2.98
0;2.5;60;10;20;525;3;26.51
0;0.01;15;10;5;526;3;0.02
0.5;1;30;10;10;526;3;3.79
0;1;60;10;20;526;3;9.12
1;2.5;15;10;5;527;3;2.46
0;2.5;30;10;10;527;3;12.79
0.5;0.01;60;10;20;527;3;-0.05
1;10;15;10;5;528;3;4.43
0.25;1;30;10;10;528;3;4.06
0;1;60;10;20;528;3;9.35
0.25;5;15;10;5;529;3;11.15
1;0.01;30;10;10;529;3;0.04
0.75;10;60;10;20;529;3;49.26
0.25;1;15;10;5;530;3;2.24
0.5;5;30;10;10;530;3;17.59
0.75;1;60;10;20;530;3;4.86
0.25;0.01;15;10;5;531;3;0
0;0.01;30;10;10;531;3;0.14
0.75;10;60;10;20;531;3;44.32
0;5;15;10;5;532;3;10.83
0.25;0.01;30;10;10;532;3;-0.07
0.25;5;60;10;20;532;3;41.59
0;0.01;15;10;5;533;3;-0.1
0.25;0.01;30;10;10;533;3;-0.04
0.75;10;60;10;20;533;3;47.21
0.25;5;15;10;5;534;3;10.93
1;1;30;10;10;534;3;1.78
0.5;2.5;60;10;20;534;3;21.71
0;2.5;15;10;5;535;3;6.11
0.5;0.01;30;10;10;535;3;0.08
1;2.5;60;10;20;535;3;3.5
1;5;15;10;5;536;3;3.49
0.5;2.5;30;10;10;536;3;10.76
0.25;5;60;10;20;536;3;43.4
0;1;15;10;5;537;3;2.19
0.5;0.01;30;10;10;537;3;0.02
0.25;2.5;60;10;20;537;3;25.67
0;5;15;10;5;538;3;11.32
0;0.01;30;10;10;538;3;0.09
0.5;5;60;10;20;538;3;38
1;1;15;10;5;539;3;1.17
0.5;10;30;10;10;539;3;28.62
0.75;10;60;10;20;539;3;49.01
0.5;1;15;10;5;540;3;2.08
0.75;2.5;30;10;10;540;3;8.15
0.75;2.5;60;10;20;540;3;15.67
0.75;10;15;10;5;541;3;13.09
1;2.5;30;10;10;541;3;3.07
0.25;1;60;10;20;541;3;8.67
0;10;15;10;5;542;3;15.71
0.25;1;30;10;10;542;3;4.26
0.5;5;60;10;20;542;3;34.06
0.75;10;15;10;5;543;3;13.47
0.25;1;30;10;10;543;3;4.58
0;2.5;60;10;20;543;3;26.77
0;0.01;15;10;5;544;3;-0.01
0.75;0.01;30;10;10;544;3;-0.06
0.5;2.5;60;10;20;544;3;21.92
0;10;15;10;5;545;3;16.09
0.25;10;30;10;10;545;3;31.41
0.25;0.01;60;10;20;545;3;0.01
0.75;5;15;10;5;546;3;8.59
0;5;30;10;10;546;3;21.7
0.25;10;60;10;20;546;3;62.72
0.5;2.5;15;10;5;547;3;6.07
0.75;2.5;30;10;10;547;3;8.83
1;1;60;10;20;547;3;2.12
0.75;0.01;15;10;5;548;3;0.09
0.75;10;30;10;10;548;3;24
0;1;60;10;20;548;3;9.32
0.25;0.01;15;10;5;549;3;0.04
1;1;30;10;10;549;3;1.77
0.25;1;60;10;20;549;3;8.31
0.75;10;15;10;5;550;3;12.72
0.75;1;30;10;10;550;3;2.64
0;0.01;60;10;20;550;3;0.02
0;0.01;15;10;5;551;3;-0.08
0.25;1;30;10;10;551;3;4.19
0;1;60;10;20;551;3;8.91
0.5;1;15;10;5;552;3;2.24
1;2.5;30;10;10;552;3;3
0.5;5;60;10;20;552;3;36.09
0.75;5;15;10;5;553;3;7.8
1;5;30;10;10;553;3;3.97
0.5;1;60;10;20;553;3;6.79
0.25;0.01;15;10;5;554;3;0.09
0.25;5;30;10;10;554;3;20.97
0.25;0.01;60;10;20;554;3;-0.04
0.25;2.5;15;10;5;555;3;6.64
0.25;1;30;10;10;555;3;4.13
0.5;1;60;10;20;555;3;7.3
0.75;5;15;10;5;556;3;8.17
0.75;10;30;10;10;556;3;25.24
0;10;60;10;20;556;3;63.76
0.25;5;15;10;5;557;3;11.72
0.5;10;30;10;10;557;3;29.26
0.25;1;60;10;20;557;3;8.48
0.5;2.5;15;10;5;558;3;5.83
0.25;2.5;30;10;10;558;3;12.47
0.5;10;60;10;20;558;3;55.39
0.25;1;15;10;5;559;3;2.21
0.75;1;30;10;10;559;3;2.92
0.75;10;60;10;20;559;3;50.53
0.25;5;15;10;5;560;3;10.87
0.25;2.5;30;10;10;560;3;12.22
0;2.5;60;10;20;560;3;26.41
0.25;0.01;15;10;5;561;3;-0.04
1;2.5;30;10;10;561;3;2.92
0.75;1;60;10;20;561;3;5.46
0;0.01;15;10;5;562;3;-0.05
0;5;30;10;10;562;3;22.69
0;1;60;10;20;562;3;9.2
1;5;15;10;5;563;3;3.55
0.5;1;30;10;10;563;3;3.85
0.75;1;60;10;20;563;3;4.68
0.5;1;15;10;5;564;3;1.99
0.75;1;30;10;10;564;3;2.93
0.75;1;60;10;20;564;3;4.69
0.75;10;15;10;5;565;3;12.02
0.5;10;30;10;10;565;3;26.98
0.5;1;60;10;20;565;3;6.34
0;0.01;15;10;5;566;3;0.03
0.75;0.01;30;10;10;566;3;-0.01
0.5;2.5;60;10;20;566;3;22.08
0;0.01;15;10;5;567;3;0.03
0.75;1;30;10;10;567;3;2.88
1;1;60;10;20;567;3;2.1
1;5;15;10;5;568;3;3.64
0;0.01;30;10;10;568;3;0.03
0.25;1;60;10;20;568;3;8.66
0.25;10;15;10;5;569;3;15.23
0.25;1;30;10;10;569;3;4.28
0.5;2.5;60;10;20;569;3;20.71
0.75;10;15;10;5;570;3;13.71
0.25;1;30;10;10;570;3;4.08
0.25;5;60;10;20;570;3;41.94
0.25;5;15;10;5;571;3;11.1
0;1;30;10;10;571;3;4.56
0;2.5;60;10;20;571;3;26.39
0.25;0.01;15;10;5;572;3;-0.02
0.25;10;30;10;10;572;3;31.32
0.5;0.01;60;10;20;572;3;-0.08
0.75;1;15;10;5;573;3;1.54
0.75;0.01;30;10;10;573;3;0.01
0;2.5;60;10;20;573;3;26.65
0.75;10;15;10;5;574;3;14.33
0;10;30;10;10;574;3;31.76
0;1;60;10;20;574;3;9.13
1;2.5;15;10;5;575;3;2.48
0.5;0.01;30;10;10;575;3;-0.05
0;1;60;10;20;575;3;9.2
0;2.5;15;10;5;576;3;6.51
0.5;10;30;10;10;576;3;29.16
0.25;10;60;10;20;576;3;61.26
0.5;2.5;15;10;5;577;3;5.93
0.75;2.5;30;10;10;577;3;9.31
0.75;5;60;10;20;577;3;31.48
0.5;5;15;10;5;578;3;10.35
0.75;1;30;10;10;578;3;2.61
1;5;60;10;20;578;3;4.49
0.5;1;15;10;5;579;3;2.05
1;0.01;30;10;10;579;3;-3.46944695195361e-18
0.5;2.5;60;10;20;579;3;20.94
0.75;5;15;10;5;580;3;10.35
0;2.5;30;10;10;580;3;12.99
1;2.5;60;10;20;580;3;3.53
1;2.5;15;10;5;581;3;2.39
0.75;10;30;10;10;581;3;25.92
0.25;10;60;10;20;581;3;61.18
1;2.5;15;10;5;582;3;2.32
0.75;10;30;10;10;582;3;23.88
0.25;1;60;10;20;582;3;8.14
0.75;0.01;15;10;5;583;3;-0.06
0.75;1;30;10;10;583;3;2.79
0.25;0.01;60;10;20;583;3;-0.06
1;5;15;10;5;584;3;3.59
0.75;10;30;10;10;584;3;23.24
0;1;60;10;20;584;3;8.91
0.25;0.01;15;10;5;585;3;-0.04
0;0.01;30;10;10;585;3;0.08
0.75;10;60;10;20;585;3;48.77
1;5;15;10;5;586;3;3.26
0;0.01;30;10;10;586;3;0.02
1;0.01;60;10;20;586;3;0.08
0.75;2.5;15;10;5;587;3;4.96
1;2.5;30;10;10;587;3;2.92
1;10;60;10;20;587;3;5.4
0.75;2.5;15;10;5;588;3;5.59
0.25;2.5;30;10;10;588;3;13.31
0;0.01;60;10;20;588;3;0.03
0.5;5;15;10;5;589;3;11.14
0.25;5;30;10;10;589;3;21.53
0.5;0.01;60;10;20;589;3;0.08
1;0.01;15;10;5;590;3;0.1
0.5;0.01;30;10;10;590;3;-0.06
0.5;1;60;10;20;590;3;7.26
0.5;0.01;15;10;5;591;3;-0.06
0.25;0.01;30;10;10;591;3;0.03
0.5;1;60;10;20;591;3;6.09
1;1;15;10;5;592;3;1.21
0.75;2.5;30;10;10;592;3;8.71
0.25;1;60;10;20;592;3;8.14
0.5;2.5;15;10;5;593;3;5.2
0;2.5;30;10;10;593;3;13.39
0.5;5;60;10;20;593;3;37.32
0.25;5;15;10;5;594;3;10.87
0.25;10;30;10;10;594;3;30.67
1;1;60;10;20;594;3;2.27
0;0.01;15;10;5;595;3;0.1
1;1;30;10;10;595;3;1.76
0;2.5;60;10;20;595;3;26.56
0.5;0.01;15;10;5;596;3;-0.06
0.75;10;30;10;10;596;3;26.11
0.75;10;60;10;20;596;3;46.79
0.25;5;15;10;5;597;3;10.41
0.75;2.5;30;10;10;597;3;8.12
0.75;2.5;60;10;20;597;3;14.99
0;2.5;15;10;5;598;3;7.13
0.75;10;30;10;10;598;3;24.35
0.5;5;60;10;20;598;3;37.65
0.75;2.5;15;10;5;599;3;5.21
1;1;30;10;10;599;3;1.68
0.5;1;60;10;20;599;3;6.43
1;0.01;15;10;5;600;3;-0.02
0.75;0.01;30;10;10;600;3;-0.03
0.25;2.5;60;10;20;600;3;24.64
0;0.01;15;10;5;601;3;0.04
0.5;0.01;30;10;10;601;3;0.1
0;1;60;10;20;601;3;9.15
0;1;15;10;5;602;3;2.09
1;10;30;10;10;602;3;4.87
1;5;60;10;20;602;3;4.48
0.5;5;15;10;5;603;3;10.87
0;10;30;10;10;603;3;31.8
1;0.01;60;10;20;603;3;0.13
0.75;10;15;10;5;604;3;12.79
0.75;5;30;10;10;604;3;16.13
0.75;10;60;10;20;604;3;51.94
0;5;15;10;5;605;3;11.48
1;5;30;10;10;605;3;4.07
0.75;0.01;60;10;20;605;3;0.01
0.5;1;15;10;5;606;3;1.72
0.5;10;30;10;10;606;3;27.63
1;2.5;60;10;20;606;3;3.35
0.75;2.5;15;10;5;607;3;5.51
0.5;1;30;10;10;607;3;3.8
0.5;0.01;60;10;20;607;3;-0.07
0.5;2.5;15;10;5;608;3;5.54
0.25;0.01;30;10;10;608;3;0.01
0.5;2.5;60;10;20;608;3;21.83
0;10;15;10;5;609;3;16.35
1;2.5;30;10;10;609;3;2.82
0;10;60;10;20;609;3;63.9
0.25;5;15;10;5;610;3;11.23
0;1;30;10;10;610;3;4.45
0.5;0.01;60;10;20;610;3;0.06
0;1;15;10;5;611;3;2.29
0.5;5;30;10;10;611;3;17.52
0.75;0.01;60;10;20;611;3;-0.03
0.25;5;15;10;5;612;3;10.98
1;2.5;30;10;10;612;3;3
0.5;5;60;10;20;612;3;38.49
1;10;15;10;5;613;3;4.42
0.25;1;30;10;10;613;3;4.28
0.5;2.5;60;10;20;613;3;20.22
0.5;2.5;15;10;5;614;3;5.46
0.5;1;30;10;10;614;3;4.36
0.75;2.5;60;10;20;614;3;13.28
0.5;2.5;15;10;5;615;3;6.14
1;1;30;10;10;615;3;1.65
0.75;0.01;60;10;20;615;3;-0.03
0.5;2.5;15;10;5;616;3;6.12
0.25;1;30;10;10;616;3;4.21
0.75;0.01;60;10;20;616;3;-0.06
0.25;0.01;15;10;5;617;3;-0.03
0.75;10;30;10;10;617;3;24.37
0;10;60;10;20;617;3;63.49
0.25;1;15;10;5;618;3;2.21
0.25;10;30;10;10;618;3;32.31
0.25;0.01;60;10;20;618;3;0.13
0.25;0.01;15;10;5;619;3;0.02
0.5;5;30;10;10;619;3;17.66
0.5;10;60;10;20;619;3;58.37
0.5;5;15;10;5;620;3;10.17
1;5;30;10;10;620;3;3.94
0.5;5;60;10;20;620;3;38.45
0.5;5;15;10;5;621;3;9.02
0;5;30;10;10;621;3;22.08
1;2.5;60;10;20;621;3;3.45
0;0.01;15;10;5;622;3;-0.06
0.25;5;30;10;10;622;3;20.42
1;0.01;60;10;20;622;3;-0.03
1;10;15;10;5;623;3;4.27
0;10;30;10;10;623;3;31.97
0.25;10;60;10;20;623;3;61.86
0;1;15;10;5;624;3;2.35
0.75;2.5;30;10;10;624;3;8.1
0.5;5;60;10;20;624;3;35.44
0;1;15;10;5;625;3;2.37
0.75;1;30;10;10;625;3;2.85
1;2.5;60;10;20;625;3;3.42
0.25;1;15;10;5;626;3;2.54
0.5;0.01;30;10;10;626;3;0.06
1;10;60;10;20;626;3;5.65
0;5;15;10;5;627;3;11.12
0.75;10;30;10;10;627;3;24.33
0.25;5;60;10;20;627;3;42.2
0;2.5;15;10;5;628;3;6.62
0.25;10;30;10;10;628;3;30.16
0;5;60;10;20;628;3;44.58
1;0.01;15;10;5;629;3;-0.03
0.25;1;30;10;10;629;3;4.69
0;0.01;60;10;20;629;3;0.03
0.5;2.5;15;10;5;630;3;4.94
0.5;5;30;10;10;630;3;19.01
0.5;10;60;10;20;630;3;56.51
1;2.5;15;10;5;631;3;2.41
0.75;0.01;30;10;10;631;3;-0.09
0;10;60;10;20;631;3;62.72
0.25;2.5;15;10;5;632;3;5.68
0.5;1;30;10;10;632;3;3.59
0.75;1;60;10;20;632;3;4.78
0.5;1;15;10;5;633;3;1.66
0;10;30;10;10;633;3;31.82
0;2.5;60;10;20;633;3;26.25
0.75;2.5;15;10;5;634;3;4.59
0;10;30;10;10;634;3;31.83
0;0.01;60;10;20;634;3;-0.01
1;2.5;15;10;5;635;3;2.58
0.75;1;30;10;10;635;3;2.79
0.5;0.01;60;10;20;635;3;0.02
0;5;15;10;5;636;3;11.43
0;10;30;10;10;636;3;31.98
0.5;5;60;10;20;636;3;36.22
0.25;1;15;10;5;637;3;2
0.25;5;30;10;10;637;3;21.98
0.25;10;60;10;20;637;3;61.59
0.5;5;15;10;5;638;3;9.76
0.25;5;30;10;10;638;3;21.42
0.75;5;60;10;20;638;3;28.7
0.5;2.5;15;10;5;639;3;5.77
0.75;0.01;30;10;10;639;3;-0.07
0.5;0.01;60;10;20;639;3;-0.09
0.5;10;15;10;5;640;3;14.95
0.75;1;30;10;10;640;3;2.85
0.75;0.01;60;10;20;640;3;-0.01
1;1;15;10;5;641;3;1.14
0.5;0.01;30;10;10;641;3;0
0.25;10;60;10;20;641;3;60.9
0.75;0.01;15;10;5;642;3;-0.01
0.75;0.01;30;10;10;642;3;-0.09
0.75;1;60;10;20;642;3;4.87
0.75;0.01;15;10;5;643;3;-0.04
0.25;10;30;10;10;643;3;30.95
1;1;60;10;20;643;3;2.25
0.5;0.01;15;10;5;644;3;0.01
0.25;10;30;10;10;644;3;29.84
1;5;60;10;20;644;3;4.51
0.75;1;15;10;5;645;3;1.78
1;10;30;10;10;645;3;4.96
0;5;60;10;20;645;3;44.43
0.5;5;15;10;5;646;3;10.07
0.75;5;30;10;10;646;3;14.62
0.75;0.01;60;10;20;646;3;-0.07
1;5;15;10;5;647;3;3.38
0.25;10;30;10;10;647;3;30.74
1;0.01;60;10;20;647;3;0.02
0.5;10;15;10;5;648;3;13.89
0.25;5;30;10;10;648;3;20.91
1;5;60;10;20;648;3;4.45
0.75;1;15;10;5;649;3;2.01
0;1;30;10;10;649;3;4.63
0.75;10;60;10;20;649;3;49.38
0.25;1;15;10;5;650;3;2.36
0.75;1;30;10;10;650;3;2.93
1;10;60;10;20;650;3;5.45
1;0.01;15;10;5;651;3;0.08
0.5;10;30;10;10;651;3;28.46
0.75;5;60;10;20;651;3;30.03
1;10;15;10;5;652;3;4.51
0;1;30;10;10;652;3;4.41
1;10;60;10;20;652;3;5.34
0.75;10;15;10;5;653;3;13.18
1;1;30;10;10;653;3;1.82
0.5;2.5;60;10;20;653;3;21.62
0;2.5;15;10;5;654;3;6.89
0.25;10;30;10;10;654;3;31.34
1;1;60;10;20;654;3;2.22
0.25;2.5;15;10;5;655;3;6.37
0.5;1;30;10;10;655;3;3.98
0.25;0.01;60;10;20;655;3;0.11
0;0.01;15;10;5;656;3;0.09
1;2.5;30;10;10;656;3;2.83
0;5;60;10;20;656;3;44.7
0;1;15;10;5;657;3;2.12
0.5;5;30;10;10;657;3;19.14
0;5;60;10;20;657;3;44.27
0;2.5;15;10;5;658;3;6.55
0.5;2.5;30;10;10;658;3;10.93
0.5;10;60;10;20;658;3;55.89
0.5;5;15;10;5;659;3;10.37
0.25;2.5;30;10;10;659;3;12.42
0.75;0.01;60;10;20;659;3;0.06
1;5;15;10;5;660;3;3.63
0;1;30;10;10;660;3;4.61
0.75;5;60;10;20;660;3;30.13
0.5;5;15;10;5;661;3;10.82
0.75;0.01;30;10;10;661;3;-0.06
0.75;2.5;60;10;20;661;3;15.38
0.25;0.01;15;10;5;662;3;0.04
1;0.01;30;10;10;662;3;0.04
0;1;60;10;20;662;3;9.18
0.25;0.01;15;10;5;663;3;-0.01
0;1;30;10;10;663;3;4.47
0.5;10;60;10;20;663;3;52.65
1;5;15;10;5;664;3;3.36
0.75;10;30;10;10;664;3;24.34
0;2.5;60;10;20;664;3;26.66
0.25;1;15;10;5;665;3;2.5
0;2.5;30;10;10;665;3;13.11
0;1;60;10;20;665;3;9.55
1;5;15;10;5;666;3;3.39
0.5;1;30;10;10;666;3;3.93
0.75;5;60;10;20;666;3;29.98
0.75;0.01;15;10;5;667;3;0.02
1;5;30;10;10;667;3;4.07
0;2.5;60;10;20;667;3;26.78
0;2.5;15;10;5;668;3;6.58
0;5;30;10;10;668;3;22.49
0.5;5;60;10;20;668;3;36.89
0.25;10;15;10;5;669;3;15.27
0.5;1;30;10;10;669;3;3.56
1;10;60;10;20;669;3;5.45
0.25;5;15;10;5;670;3;10.97
0.5;0.01;30;10;10;670;3;0.08
1;5;60;10;20;670;3;4.51
0.5;10;15;10;5;671;3;14.73
0.5;10;30;10;10;671;3;30.07
0.75;0.01;60;10;20;671;3;0
0.75;5;15;10;5;672;3;9.83
1;10;30;10;10;672;3;4.91
0.75;5;60;10;20;672;3;30.11
0.75;2.5;15;10;5;673;3;5.34
0;1;30;10;10;673;3;4.71
1;2.5;60;10;20;673;3;3.57
0.25;10;15;10;5;674;3;15.52
1;5;30;10;10;674;3;3.96
1;10;60;10;20;674;3;5.38
0.25;1;15;10;5;675;3;2.14
0.25;0.01;30;10;10;675;3;-0.11
1;2.5;60;10;20;675;3;3.6
1;0.01;15;10;5;676;3;0.04
0;10;30;10;10;676;3;32.21
0.25;0.01;60;10;20;676;3;0.05
0.75;1;15;10;5;677;3;1.66
0;5;30;10;10;677;3;22.51
0.75;0.01;60;10;20;677;3;-0.03
1;5;15;10;5;678;3;3.42
0.75;2.5;30;10;10;678;3;8.14
0.25;10;60;10;20;678;3;61.23
0.75;10;15;10;5;679;3;13.91
1;5;30;10;10;679;3;4.01
0.75;10;60;10;20;679;3;46.23
1;2.5;15;10;5;680;3;2.47
1;1;30;10;10;680;3;1.62
0.75;10;60;10;20;680;3;47.45
1;5;15;10;5;681;3;3.48
1;10;30;10;10;681;3;5.04
0.75;5;60;10;20;681;3;30.7
0;2.5;15;10;5;682;3;6.65
0.25;1;30;10;10;682;3;4.11
0.25;2.5;60;10;20;682;3;25.06
0.5;5;15;10;5;683;3;11.21
1;5;30;10;10;683;3;3.96
0;2.5;60;10;20;683;3;26.58
0.5;10;15;10;5;684;3;15.36
0.75;0.01;30;10;10;684;3;-0.06
0;5;60;10;20;684;3;44.29
1;2.5;15;10;5;685;3;2.58
0.25;2.5;30;10;10;685;3;11.89
0;0.01;60;10;20;685;3;-0.1
0;10;15;10;5;686;3;15.67
0;10;30;10;10;686;3;32.18
0.25;5;60;10;20;686;3;42.38
0.25;0.01;15;10;5;687;3;0.02
0.5;10;30;10;10;687;3;28.19
1;0.01;60;10;20;687;3;0.02
0.5;10;15;10;5;688;3;15.13
0.5;1;30;10;10;688;3;3.58
0.75;1;60;10;20;688;3;5.09
0.5;5;15;10;5;689;3;9.21
0.25;1;30;10;10;689;3;4.55
0.75;5;60;10;20;689;3;28.8
0.5;1;15;10;5;690;3;2.13
0.25;0.01;30;10;10;690;3;-0.02
0.75;5;60;10;20;690;3;29.21
0;1;15;10;5;691;3;2.17
1;0.01;30;10;10;691;3;0.03
0;5;60;10;20;691;3;44.19
0.5;10;15;10;5;692;3;15.6
